X,Y,U,V,P
0.593750,0.168750,-0.080785,-0.011930,0.071266
0.606250,0.168750,-0.079111,-0.013390,0.076253
0.618750,0.168750,-0.077238,-0.014783,0.080757
0.631250,0.168750,-0.075173,-0.016101,0.084775
0.643750,0.168750,-0.072928,-0.017335,0.088301
0.656250,0.168750,-0.070511,-0.018477,0.091335
0.668750,0.168750,-0.067935,-0.019518,0.093875
0.681250,0.168750,-0.065214,-0.020450,0.095923
0.693750,0.168750,-0.062359,-0.021265,0.097481
0.706250,0.168750,-0.059387,-0.021956,0.098551
0.718750,0.168750,-0.056313,-0.022516,0.099140
0.731250,0.168750,-0.053153,-0.022938,0.099254
0.743750,0.168750,-0.049925,-0.023216,0.098899
0.756250,0.168750,-0.046647,-0.023345,0.098085
0.768750,0.168750,-0.043338,-0.023321,0.096821
0.781250,0.168750,-0.040015,-0.023140,0.095120
0.793750,0.168750,-0.036701,-0.022800,0.092993
0.806250,0.168750,-0.033413,-0.022299,0.090455
0.818750,0.168750,-0.030172,-0.021638,0.087520
0.831250,0.168750,-0.026998,-0.020818,0.084205
0.843750,0.168750,-0.023911,-0.019842,0.080526
0.856250,0.168750,-0.020931,-0.018716,0.076503
0.868750,0.168750,-0.018076,-0.017445,0.072152
0.881250,0.168750,-0.015366,-0.016040,0.067495
0.893750,0.168750,-0.012818,-0.014512,0.062550
0.906250,0.168750,-0.010449,-0.012876,0.057339
0.918750,0.168750,-0.008276,-0.011153,0.051882
0.931250,0.168750,-0.006315,-0.009370,0.046197
0.943750,0.168750,-0.004580,-0.007559,0.040305
0.956250,0.168750,-0.003084,-0.005764,0.034225
0.968750,0.168750,-0.001840,-0.004038,0.027974
0.981250,0.168750,-0.000862,-0.002444,0.021559
0.993750,0.168750,-0.000220,-0.001043,0.014042
0.006250,0.181250,-0.000184,0.001817,-0.267569
0.018750,0.181250,-0.000718,0.003962,-0.269233
0.031250,0.181250,-0.001573,0.006153,-0.270159
0.043750,0.181250,-0.002729,0.008335,-0.270378
0.056250,0.181250,-0.004170,0.010471,-0.269896
0.068750,0.181250,-0.005876,0.012532,-0.268716
0.081250,0.181250,-0.007831,0.014498,-0.266844
0.093750,0.181250,-0.010017,0.016350,-0.264289
0.106250,0.181250,-0.012416,0.018077,-0.261061
0.118750,0.181250,-0.015008,0.019665,-0.257174
0.131250,0.181250,-0.017776,0.021107,-0.252644
0.143750,0.181250,-0.020700,0.022395,-0.247490
0.156250,0.181250,-0.023760,0.023521,-0.241734
0.168750,0.181250,-0.026936,0.024482,-0.235400
0.181250,0.181250,-0.030207,0.025276,-0.228516
0.193750,0.181250,-0.033555,0.025899,-0.221110
0.206250,0.181250,-0.036958,0.026354,-0.213216
0.218750,0.181250,-0.040395,0.026640,-0.204867
0.231250,0.181250,-0.043849,0.026759,-0.196099
0.243750,0.181250,-0.047298,0.026716,-0.186950
0.256250,0.181250,-0.050724,0.026515,-0.177459
0.268750,0.181250,-0.054109,0.026159,-0.167665
0.281250,0.181250,-0.057434,0.025655,-0.157610
0.293750,0.181250,-0.060683,0.025010,-0.147336
0.306250,0.181250,-0.063838,0.024228,-0.136883
0.318750,0.181250,-0.066884,0.023317,-0.126295
0.331250,0.181250,-0.069806,0.022284,-0.115612
0.343750,0.181250,-0.072589,0.021137,-0.104877
0.356250,0.181250,-0.075221,0.019883,-0.094128
0.368750,0.181250,-0.077688,0.018530,-0.083406
0.381250,0.181250,-0.079980,0.017085,-0.072750
0.393750,0.181250,-0.082086,0.015556,-0.062197
0.406250,0.181250,-0.083995,0.013952,-0.051782
0.418750,0.181250,-0.085700,0.012280,-0.041539
0.431250,0.181250,-0.087191,0.010549,-0.031503
0.443750,0.181250,-0.088463,0.008767,-0.021703
0.456250,0.181250,-0.089510,0.006941,-0.012168
0.468750,0.181250,-0.090325,0.005081,-0.002926
0.481250,0.181250,-0.090907,0.003195,0.005998
0.493750,0.181250,-0.091250,0.001292,0.014581
0.506250,0.181250,-0.091355,-0.000620,0.022801
0.518750,0.181250,-0.091219,-0.002533,0.030638
0.531250,0.181250,-0.090842,-0.004436,0.038074
0.543750,0.181250,-0.090227,-0.006322,0.045094
0.556250,0.181250,-0.089375,-0.008180,0.051683
0.568750,0.181250,-0.088289,-0.010002,0.057829
0.581250,0.181250,-0.086973,-0.011778,0.063521
0.593750,0.181250,-0.085434,-0.013498,0.068750
0.606250,0.181250,-0.083678,-0.015153,0.073509
0.618750,0.181250,-0.081712,-0.016734,0.077791
0.631250,0.181250,-0.079545,-0.018231,0.081591
0.643750,0.181250,-0.077187,-0.019633,0.084908
0.656250,0.181250,-0.074650,-0.020932,0.087738
0.668750,0.181250,-0.071944,-0.022118,0.090082
0.681250,0.181250,-0.069084,-0.023182,0.091940
0.693750,0.181250,-0.066083,-0.024116,0.093315
0.706250,0.181250,-0.062957,-0.024910,0.094210
0.718750,0.181250,-0.059722,-0.025556,0.094630
0.731250,0.181250,-0.056395,-0.026048,0.094580
0.743750,0.181250,-0.052994,-0.026379,0.094068
0.756250,0.181250,-0.049537,-0.026542,0.093103
0.768750,0.181250,-0.046045,-0.026533,0.091693
0.781250,0.181250,-0.042537,-0.026348,0.089850
0.793750,0.181250,-0.039034,-0.025983,0.087585
0.806250,0.181250,-0.035556,-0.025438,0.084912
0.818750,0.181250,-0.032124,-0.024713,0.081845
0.831250,0.181250,-0.028760,-0.023809,0.078398
0.843750,0.181250,-0.025485,-0.022729,0.074588
0.856250,0.181250,-0.022320,-0.021478,0.070432
0.868750,0.181250,-0.019284,-0.020064,0.065948
0.881250,0.181250,-0.016398,-0.018497,0.061154
0.893750,0.181250,-0.013683,-0.016789,0.056069
0.906250,0.181250,-0.011155,-0.014956,0.050713
0.918750,0.181250,-0.008835,-0.013021,0.045105
0.931250,0.181250,-0.006738,-0.011009,0.039264
0.943750,0.181250,-0.004882,-0.008957,0.033208
0.956250,0.181250,-0.003283,-0.006907,0.026956
0.968750,0.181250,-0.001955,-0.004914,0.020527
0.981250,0.181250,-0.000914,-0.003040,0.013927
0.993750,0.181250,-0.000233,-0.001348,0.006222
0.006250,0.193750,-0.000202,0.002157,-0.265327
0.018750,0.193750,-0.000786,0.004627,-0.267052
0.031250,0.193750,-0.001714,0.007126,-0.268002
0.043750,0.193750,-0.002964,0.009599,-0.268228
0.056250,0.193750,-0.004516,0.012006,-0.267737
0.068750,0.193750,-0.006350,0.014321,-0.266535
0.081250,0.193750,-0.008446,0.016521,-0.264632
0.093750,0.193750,-0.010785,0.018590,-0.262036
0.106250,0.193750,-0.013346,0.020515,-0.258762
0.118750,0.193750,-0.016108,0.022282,-0.254825
0.131250,0.193750,-0.019052,0.023883,-0.250244
0.143750,0.193750,-0.022157,0.025309,-0.245041
0.156250,0.193750,-0.025401,0.026555,-0.239238
0.168750,0.193750,-0.028762,0.027615,-0.232863
0.181250,0.193750,-0.032221,0.028488,-0.225944
0.193750,0.193750,-0.035755,0.029171,-0.218513
0.206250,0.193750,-0.039343,0.029664,-0.210604
0.218750,0.193750,-0.042964,0.029970,-0.202251
0.231250,0.193750,-0.046597,0.030091,-0.193492
0.243750,0.193750,-0.050223,0.030031,-0.184365
0.256250,0.193750,-0.053821,0.029793,-0.174910
0.268750,0.193750,-0.057372,0.029385,-0.165168
0.281250,0.193750,-0.060858,0.028811,-0.155179
0.293750,0.193750,-0.064262,0.028079,-0.144986
0.306250,0.193750,-0.067565,0.027196,-0.134630
0.318750,0.193750,-0.070752,0.026169,-0.124152
0.331250,0.193750,-0.073807,0.025006,-0.113596
0.343750,0.193750,-0.076716,0.023716,-0.102999
0.356250,0.193750,-0.079465,0.022307,-0.092404
0.368750,0.193750,-0.082042,0.020787,-0.081849
0.381250,0.193750,-0.084433,0.019165,-0.071370
0.393750,0.193750,-0.086630,0.017450,-0.061006
0.406250,0.193750,-0.088621,0.015651,-0.050790
0.418750,0.193750,-0.090397,0.013776,-0.040756
0.431250,0.193750,-0.091951,0.011835,-0.030936
0.443750,0.193750,-0.093276,0.009837,-0.021359
0.456250,0.193750,-0.094365,0.007790,-0.012052
0.468750,0.193750,-0.095213,0.005705,-0.003044
0.481250,0.193750,-0.095817,0.003591,0.005644
0.493750,0.193750,-0.096173,0.001457,0.013988
0.506250,0.193750,-0.096279,-0.000687,0.021967
0.518750,0.193750,-0.096135,-0.002831,0.029564
0.531250,0.193750,-0.095740,-0.004966,0.036761
0.543750,0.193750,-0.095095,-0.007081,0.043543
0.556250,0.193750,-0.094203,-0.009166,0.049897
0.568750,0.193750,-0.093067,-0.011211,0.055811
0.581250,0.193750,-0.091692,-0.013206,0.061275
0.593750,0.193750,-0.090082,-0.015139,0.066280
0.606250,0.193750,-0.088245,-0.017000,0.070821
0.618750,0.193750,-0.086189,-0.018778,0.074890
0.631250,0.193750,-0.083922,-0.020463,0.078484
0.643750,0.193750,-0.081455,-0.022043,0.081600
0.656250,0.193750,-0.078798,-0.023509,0.084236
0.668750,0.193750,-0.075964,-0.024849,0.086393
0.681250,0.193750,-0.072968,-0.026054,0.088070
0.693750,0.193750,-0.069822,-0.027113,0.089271
0.706250,0.193750,-0.066543,-0.028018,0.089998
0.718750,0.193750,-0.063148,-0.028758,0.090255
0.731250,0.193750,-0.059654,-0.029327,0.090049
0.743750,0.193750,-0.056081,-0.029715,0.089386
0.756250,0.193750,-0.052446,-0.029918,0.088274
0.768750,0.193750,-0.048771,-0.029928,0.086722
0.781250,0.193750,-0.045077,-0.029742,0.084741
0.793750,0.193750,-0.041384,-0.029356,0.082340
0.806250,0.193750,-0.037714,-0.028768,0.079533
0.818750,0.193750,-0.034091,-0.027978,0.076333
0.831250,0.193750,-0.030535,-0.026989,0.072755
0.843750,0.193750,-0.027070,-0.025802,0.068813
0.856250,0.193750,-0.023717,-0.024424,0.064523
0.868750,0.193750,-0.020498,-0.022862,0.059903
0.881250,0.193750,-0.017436,-0.021126,0.054971
0.893750,0.193750,-0.014550,-0.019231,0.049744
0.906250,0.193750,-0.011863,-0.017191,0.044240
0.918750,0.193750,-0.009393,-0.015031,0.038480
0.931250,0.193750,-0.007160,-0.012778,0.032480
0.943750,0.193750,-0.005184,-0.010468,0.026260
0.956250,0.193750,-0.003481,-0.008145,0.019837
0.968750,0.193750,-0.002069,-0.005864,0.013231
0.981250,0.193750,-0.000965,-0.003689,0.006448
0.993750,0.193750,-0.000246,-0.001681,-0.001441
0.006250,0.206250,-0.000221,0.002526,-0.263028
0.018750,0.206250,-0.000853,0.005345,-0.264811
0.031250,0.206250,-0.001853,0.008173,-0.265786
0.043750,0.206250,-0.003196,0.010955,-0.266019
0.056250,0.206250,-0.004860,0.013651,-0.265523
0.068750,0.206250,-0.006821,0.016235,-0.264304
0.081250,0.206250,-0.009059,0.018683,-0.262374
0.093750,0.206250,-0.011550,0.020980,-0.259745
0.106250,0.206250,-0.014273,0.023111,-0.256432
0.118750,0.206250,-0.017207,0.025064,-0.252454
0.131250,0.206250,-0.020327,0.026829,-0.247831
0.143750,0.206250,-0.023613,0.028399,-0.242586
0.156250,0.206250,-0.027042,0.029767,-0.236746
0.168750,0.206250,-0.030590,0.030928,-0.230338
0.181250,0.206250,-0.034236,0.031881,-0.223394
0.193750,0.206250,-0.037957,0.032623,-0.215947
0.206250,0.206250,-0.041730,0.033155,-0.208030
0.218750,0.206250,-0.045535,0.033478,-0.199681
0.231250,0.206250,-0.049348,0.033597,-0.190938
0.243750,0.206250,-0.053150,0.033516,-0.181839
0.256250,0.206250,-0.056920,0.033238,-0.172426
0.268750,0.206250,-0.060637,0.032772,-0.162740
0.281250,0.206250,-0.064284,0.032122,-0.152822
0.293750,0.206250,-0.067841,0.031298,-0.142713
0.306250,0.206250,-0.071292,0.030307,-0.132456
0.318750,0.206250,-0.074619,0.029157,-0.122093
0.331250,0.206250,-0.077806,0.027857,-0.111663
0.343750,0.206250,-0.080840,0.026417,-0.101207
0.356250,0.206250,-0.083705,0.024844,-0.090765
0.368750,0.206250,-0.086389,0.023150,-0.080374
0.381250,0.206250,-0.088880,0.021342,-0.070072
0.393750,0.206250,-0.091166,0.019432,-0.059894
0.406250,0.206250,-0.093238,0.017428,-0.049874
0.418750,0.206250,-0.095086,0.015341,-0.040044
0.431250,0.206250,-0.096703,0.013181,-0.030435
0.443750,0.206250,-0.098080,0.010957,-0.021075
0.456250,0.206250,-0.099212,0.008680,-0.011991
0.468750,0.206250,-0.100093,0.006361,-0.003209
0.481250,0.206250,-0.100720,0.004008,0.005250
0.493750,0.206250,-0.101089,0.001634,0.013362
0.506250,0.206250,-0.101198,-0.000752,0.021110
0.518750,0.206250,-0.101047,-0.003139,0.028476
0.531250,0.206250,-0.100634,-0.005515,0.035443
0.543750,0.206250,-0.099962,-0.007871,0.041996
0.556250,0.206250,-0.099033,-0.010193,0.048125
0.568750,0.206250,-0.097849,-0.012472,0.053817
0.581250,0.206250,-0.096415,-0.014695,0.059064
0.593750,0.206250,-0.094738,-0.016850,0.063857
0.606250,0.206250,-0.092823,-0.018927,0.068189
0.618750,0.206250,-0.090678,-0.020912,0.072056
0.631250,0.206250,-0.088313,-0.022795,0.075454
0.643750,0.206250,-0.085738,-0.024563,0.078380
0.656250,0.206250,-0.082964,-0.026205,0.080833
0.668750,0.206250,-0.080004,-0.027708,0.082811
0.681250,0.206250,-0.076872,-0.029063,0.084317
0.693750,0.206250,-0.073583,-0.030256,0.085352
0.706250,0.206250,-0.070153,-0.031279,0.085919
0.718750,0.206250,-0.066598,-0.032121,0.086022
0.731250,0.206250,-0.062938,-0.032773,0.085667
0.743750,0.206250,-0.059192,-0.033226,0.084859
0.756250,0.206250,-0.055379,-0.033473,0.083606
0.768750,0.206250,-0.051520,-0.033507,0.081917
0.781250,0.206250,-0.047638,-0.033323,0.079800
0.793750,0.206250,-0.043755,-0.032918,0.077267
0.806250,0.206250,-0.039893,-0.032289,0.074329
0.818750,0.206250,-0.036075,-0.031436,0.070998
0.831250,0.206250,-0.032326,-0.030361,0.067289
0.843750,0.206250,-0.028668,-0.029066,0.063215
0.856250,0.206250,-0.025125,-0.027557,0.058792
0.868750,0.206250,-0.021722,-0.025841,0.054036
0.881250,0.206250,-0.018480,-0.023931,0.048964
0.893750,0.206250,-0.015423,-0.021839,0.043593
0.906250,0.206250,-0.012574,-0.019583,0.037941
0.918750,0.206250,-0.009953,-0.017186,0.032026
0.931250,0.206250,-0.007584,-0.014677,0.025867
0.943750,0.206250,-0.005485,-0.012093,0.019482
0.956250,0.206250,-0.003678,-0.009479,0.012889
0.968750,0.206250,-0.002182,-0.006890,0.006107
0.981250,0.206250,-0.001017,-0.004390,-0.000857
0.993750,0.206250,-0.000260,-0.002040,-0.008926
0.006250,0.218750,-0.000239,0.002921,-0.260684
0.018750,0.218750,-0.000919,0.006114,-0.262524
0.031250,0.218750,-0.001991,0.009293,-0.263523
0.043750,0.218750,-0.003427,0.012404,-0.263766
0.056250,0.218750,-0.005202,0.015407,-0.263268
0.068750,0.218750,-0.007290,0.018274,-0.262037
0.081250,0.218750,-0.009669,0.020983,-0.260086
0.093750,0.218750,-0.012313,0.023519,-0.257429
0.106250,0.218750,-0.015200,0.025865,-0.254085
0.118750,0.218750,-0.018304,0.028012,-0.250073
0.131250,0.218750,-0.021603,0.029947,-0.245415
0.143750,0.218750,-0.025071,0.031665,-0.240138
0.156250,0.218750,-0.028685,0.033158,-0.234268
0.168750,0.218750,-0.032421,0.034422,-0.227836
0.181250,0.218750,-0.036255,0.035455,-0.220874
0.193750,0.218750,-0.040164,0.036256,-0.213417
0.206250,0.218750,-0.044123,0.036824,-0.205500
0.218750,0.218750,-0.048111,0.037164,-0.197162
0.231250,0.218750,-0.052105,0.037278,-0.188441
0.243750,0.218750,-0.056083,0.037171,-0.179377
0.256250,0.218750,-0.060024,0.036849,-0.170012
0.268750,0.218750,-0.063907,0.036319,-0.160387
0.281250,0.218750,-0.067714,0.035589,-0.150543
0.293750,0.218750,-0.071425,0.034667,-0.140523
0.306250,0.218750,-0.075022,0.033561,-0.130368
0.318750,0.218750,-0.078488,0.032281,-0.120119
0.331250,0.218750,-0.081808,0.030837,-0.109817
0.343750,0.218750,-0.084965,0.029238,-0.099502
0.356250,0.218750,-0.087946,0.027494,-0.089213
0.368750,0.218750,-0.090737,0.025617,-0.078986
0.381250,0.218750,-0.093326,0.023615,-0.068858
0.393750,0.218750,-0.095702,0.021501,-0.058864
0.406250,0.218750,-0.097855,0.019284,-0.049036
0.418750,0.218750,-0.099774,0.016976,-0.039406
0.431250,0.218750,-0.101452,0.014587,-0.030003
0.443750,0.218750,-0.102882,0.012129,-0.020854
0.456250,0.218750,-0.104057,0.009612,-0.011987
0.468750,0.218750,-0.104972,0.007047,-0.003423
0.481250,0.218750,-0.105623,0.004447,0.004814
0.493750,0.218750,-0.106006,0.001822,0.012704
0.506250,0.218750,-0.106120,-0.000816,0.020229
0.518750,0.218750,-0.105962,-0.003455,0.027373
0.531250,0.218750,-0.105534,-0.006083,0.034119
0.543750,0.218750,-0.104836,-0.008688,0.040455
0.556250,0.218750,-0.103871,-0.011258,0.046368
0.568750,0.218750,-0.102641,-0.013780,0.051849
0.581250,0.218750,-0.101152,-0.016242,0.056889
0.593750,0.218750,-0.099408,-0.018631,0.061480
0.606250,0.218750,-0.097417,-0.020933,0.065616
0.618750,0.218750,-0.095186,-0.023136,0.069292
0.631250,0.218750,-0.092725,-0.025227,0.072504
0.643750,0.218750,-0.090044,-0.027192,0.075251
0.656250,0.218750,-0.087155,-0.029019,0.077530
0.668750,0.218750,-0.084071,-0.030696,0.079341
0.681250,0.218750,-0.080805,-0.032208,0.080685
0.693750,0.218750,-0.077373,-0.033545,0.081564
0.706250,0.218750,-0.073792,-0.034694,0.081980
0.718750,0.218750,-0.070079,-0.035645,0.081936
0.731250,0.218750,-0.066252,-0.036387,0.081439
0.743750,0.218750,-0.062333,-0.036911,0.080494
0.756250,0.218750,-0.058341,-0.037207,0.079106
0.768750,0.218750,-0.054298,-0.037271,0.077285
0.781250,0.218750,-0.050227,-0.037094,0.075039
0.793750,0.218750,-0.046151,-0.036673,0.072377
0.806250,0.218750,-0.042094,-0.036005,0.069311
0.818750,0.218750,-0.038081,-0.035089,0.065853
0.831250,0.218750,-0.034135,-0.033927,0.062015
0.843750,0.218750,-0.030283,-0.032521,0.057810
0.856250,0.218750,-0.026548,-0.030878,0.053254
0.868750,0.218750,-0.022957,-0.029005,0.048362
0.881250,0.218750,-0.019534,-0.026912,0.043150
0.893750,0.218750,-0.016303,-0.024616,0.037635
0.906250,0.218750,-0.013290,-0.022133,0.031834
0.918750,0.218750,-0.010517,-0.019487,0.025765
0.931250,0.218750,-0.008009,-0.016708,0.019447
0.943750,0.218750,-0.005788,-0.013834,0.012897
0.956250,0.218750,-0.003876,-0.010909,0.006134
0.968750,0.218750,-0.002296,-0.007991,-0.000823
0.981250,0.218750,-0.001068,-0.005144,-0.007966
0.993750,0.218750,-0.000273,-0.002428,-0.016213
0.006250,0.231250,-0.000257,0.003343,-0.258308
0.018750,0.231250,-0.000985,0.006933,-0.260203
0.031250,0.231250,-0.002129,0.010485,-0.261228
0.043750,0.231250,-0.003657,0.013945,-0.261483
0.056250,0.231250,-0.005542,0.017271,-0.260985
0.068750,0.231250,-0.007758,0.020438,-0.259746
0.081250,0.231250,-0.010279,0.023422,-0.257779
0.093750,0.231250,-0.013077,0.026207,-0.255101
0.106250,0.231250,-0.016127,0.028779,-0.251732
0.118750,0.231250,-0.019403,0.031126,-0.247692
0.131250,0.231250,-0.022880,0.033239,-0.243008
0.143750,0.231250,-0.026532,0.035109,-0.237705
0.156250,0.231250,-0.030333,0.036730,-0.231813
0.168750,0.231250,-0.034257,0.038099,-0.225365
0.181250,0.231250,-0.038280,0.039212,-0.218393
0.193750,0.231250,-0.042377,0.040071,-0.210933
0.206250,0.231250,-0.046523,0.040675,-0.203024
0.218750,0.231250,-0.050695,0.041027,-0.194702
0.231250,0.231250,-0.054870,0.041133,-0.186010
0.243750,0.231250,-0.059024,0.040997,-0.176986
0.256250,0.231250,-0.063137,0.040626,-0.167674
0.268750,0.231250,-0.067186,0.040028,-0.158113
0.281250,0.231250,-0.071153,0.039210,-0.148348
0.293750,0.231250,-0.075017,0.038183,-0.138419
0.306250,0.231250,-0.078760,0.036956,-0.128368
0.318750,0.231250,-0.082366,0.035540,-0.118236
0.331250,0.231250,-0.085816,0.033943,-0.108063
0.343750,0.231250,-0.089096,0.032178,-0.097889
0.356250,0.231250,-0.092192,0.030256,-0.087752
0.368750,0.231250,-0.095090,0.028187,-0.077687
0.381250,0.231250,-0.097777,0.025984,-0.067731
0.393750,0.231250,-0.100242,0.023657,-0.057918
0.406250,0.231250,-0.102475,0.021218,-0.048278
0.418750,0.231250,-0.104466,0.018680,-0.038843
0.431250,0.231250,-0.106207,0.016054,-0.029641
0.443750,0.231250,-0.107689,0.013351,-0.020698
0.456250,0.231250,-0.108908,0.010585,-0.012040
0.468750,0.231250,-0.109857,0.007767,-0.003688
0.481250,0.231250,-0.110533,0.004909,0.004335
0.493750,0.231250,-0.110931,0.002024,0.012011
0.506250,0.231250,-0.111050,-0.000875,0.019323
0.518750,0.231250,-0.110888,-0.003777,0.026253
0.531250,0.231250,-0.110446,-0.006666,0.032789
0.543750,0.231250,-0.109724,-0.009532,0.038917
0.556250,0.231250,-0.108725,-0.012359,0.044626
0.568750,0.231250,-0.107451,-0.015136,0.049907
0.581250,0.231250,-0.105908,-0.017846,0.054751
0.593750,0.231250,-0.104100,-0.020478,0.059151
0.606250,0.231250,-0.102035,-0.023016,0.063101
0.618750,0.231250,-0.099720,-0.025447,0.066597
0.631250,0.231250,-0.097165,-0.027756,0.069636
0.643750,0.231250,-0.094380,-0.029928,0.072214
0.656250,0.231250,-0.091377,-0.031951,0.074331
0.668750,0.231250,-0.088170,-0.033809,0.075985
0.681250,0.231250,-0.084771,-0.035489,0.077178
0.693750,0.231250,-0.081198,-0.036977,0.077910
0.706250,0.231250,-0.077466,-0.038262,0.078184
0.718750,0.231250,-0.073595,-0.039330,0.078004
0.731250,0.231250,-0.069602,-0.040169,0.077374
0.743750,0.231250,-0.065509,-0.040770,0.076298
0.756250,0.231250,-0.061337,-0.041124,0.074784
0.768750,0.231250,-0.057109,-0.041221,0.072837
0.781250,0.231250,-0.052848,-0.041055,0.070467
0.793750,0.231250,-0.048578,-0.040621,0.067682
0.806250,0.231250,-0.044324,-0.039917,0.064493
0.818750,0.231250,-0.040112,-0.038939,0.060910
0.831250,0.231250,-0.035968,-0.037690,0.056946
0.843750,0.231250,-0.031918,-0.036172,0.052613
0.856250,0.231250,-0.027989,-0.034391,0.047926
0.868750,0.231250,-0.024207,-0.032354,0.042899
0.881250,0.231250,-0.020600,-0.030074,0.037548
0.893750,0.231250,-0.017193,-0.027564,0.031889
0.906250,0.231250,-0.014013,-0.024843,0.025939
0.918750,0.231250,-0.011086,-0.021936,0.019716
0.931250,0.231250,-0.008438,-0.018872,0.013238
0.943750,0.231250,-0.006093,-0.015690,0.006524
0.956250,0.231250,-0.004076,-0.012437,-0.000409
0.968750,0.231250,-0.002410,-0.009169,-0.007540
0.981250,0.231250,-0.001120,-0.005950,-0.014862
0.993750,0.231250,-0.000286,-0.002842,-0.023283
0.006250,0.243750,-0.000275,0.003792,-0.255912
0.018750,0.243750,-0.001051,0.007803,-0.257863
0.031250,0.243750,-0.002266,0.011750,-0.258913
0.043750,0.243750,-0.003887,0.015578,-0.259183
0.056250,0.243750,-0.005883,0.019246,-0.258689
0.068750,0.243750,-0.008227,0.022727,-0.257446
0.081250,0.243750,-0.010889,0.026000,-0.255469
0.093750,0.243750,-0.013842,0.029046,-0.252775
0.106250,0.243750,-0.017056,0.031853,-0.249387
0.118750,0.243750,-0.020506,0.034409,-0.245327
0.131250,0.243750,-0.024162,0.036704,-0.240622
0.143750,0.243750,-0.027998,0.038731,-0.235300
0.156250,0.243750,-0.031987,0.040484,-0.229394
0.168750,0.243750,-0.036101,0.041958,-0.222935
0.181250,0.243750,-0.040314,0.043153,-0.215960
0.193750,0.243750,-0.044601,0.044069,-0.208505
0.206250,0.243750,-0.048935,0.044706,-0.200609
0.218750,0.243750,-0.053292,0.045069,-0.192311
0.231250,0.243750,-0.057647,0.045163,-0.183652
0.243750,0.243750,-0.061979,0.044994,-0.174674
0.256250,0.243750,-0.066263,0.044569,-0.165418
0.268750,0.243750,-0.070478,0.043897,-0.155927
0.281250,0.243750,-0.074605,0.042987,-0.146243
0.293750,0.243750,-0.078622,0.041849,-0.136408
0.306250,0.243750,-0.082511,0.040494,-0.126463
0.318750,0.243750,-0.086255,0.038933,-0.116450
0.331250,0.243750,-0.089836,0.037177,-0.106407
0.343750,0.243750,-0.093239,0.035238,-0.096373
0.356250,0.243750,-0.096449,0.033129,-0.086386
0.368750,0.243750,-0.099453,0.030861,-0.076483
0.381250,0.243750,-0.102238,0.028447,-0.066696
0.393750,0.243750,-0.104792,0.025899,-0.057060
0.406250,0.243750,-0.107105,0.023231,-0.047605
0.418750,0.243750,-0.109167,0.020453,-0.038360
0.431250,0.243750,-0.110970,0.017581,-0.029353
0.443750,0.243750,-0.112506,0.014625,-0.020610
0.456250,0.243750,-0.113769,0.011600,-0.012154
0.468750,0.243750,-0.114753,0.008519,-0.004007
0.481250,0.243750,-0.115454,0.005394,0.003811
0.493750,0.243750,-0.115869,0.002240,0.011282
0.506250,0.243750,-0.115994,-0.000931,0.018389
0.518750,0.243750,-0.115830,-0.004104,0.025117
0.531250,0.243750,-0.115375,-0.007265,0.031452
0.543750,0.243750,-0.114631,-0.010400,0.037382
0.556250,0.243750,-0.113600,-0.013495,0.042898
0.568750,0.243750,-0.112285,-0.016535,0.047990
0.581250,0.243750,-0.110689,-0.019505,0.052649
0.593750,0.243750,-0.108820,-0.022390,0.056870
0.606250,0.243750,-0.106683,-0.025174,0.060647
0.618750,0.243750,-0.104286,-0.027843,0.063975
0.631250,0.243750,-0.101639,-0.030380,0.066851
0.643750,0.243750,-0.098752,-0.032770,0.069273
0.656250,0.243750,-0.095637,-0.034997,0.071238
0.668750,0.243750,-0.092308,-0.037047,0.072747
0.681250,0.243750,-0.088778,-0.038904,0.073799
0.693750,0.243750,-0.085064,-0.040554,0.074396
0.706250,0.243750,-0.081182,-0.041982,0.074539
0.718750,0.243750,-0.077152,-0.043175,0.074232
0.731250,0.243750,-0.072993,-0.044121,0.073477
0.743750,0.243750,-0.068727,-0.044806,0.072281
0.756250,0.243750,-0.064374,-0.045222,0.070647
0.768750,0.243750,-0.059959,-0.045359,0.068583
0.781250,0.243750,-0.055505,-0.045209,0.066095
0.793750,0.243750,-0.051039,-0.044767,0.063193
0.806250,0.243750,-0.046586,-0.044027,0.059886
0.818750,0.243750,-0.042173,-0.042989,0.056183
0.831250,0.243750,-0.037828,-0.041653,0.052097
0.843750,0.243750,-0.033577,-0.040021,0.047639
0.856250,0.243750,-0.029451,-0.038099,0.042823
0.868750,0.243750,-0.025476,-0.035894,0.037664
0.881250,0.243750,-0.021681,-0.033418,0.032175
0.893750,0.243750,-0.018095,-0.030686,0.026373
0.906250,0.243750,-0.014747,-0.027717,0.020275
0.918750,0.243750,-0.011663,-0.024535,0.013899
0.931250,0.243750,-0.008872,-0.021171,0.007262
0.943750,0.243750,-0.006401,-0.017665,0.000383
0.956250,0.243750,-0.004277,-0.014063,-0.006719
0.968750,0.243750,-0.002525,-0.010423,-0.014024
0.981250,0.243750,-0.001171,-0.006810,-0.021524
0.993750,0.243750,-0.000299,-0.003284,-0.030120
0.006250,0.256250,-0.000292,0.004267,-0.253508
0.018750,0.256250,-0.001118,0.008723,-0.255515
0.031250,0.256250,-0.002404,0.013087,-0.256594
0.043750,0.256250,-0.004117,0.017303,-0.256880
0.056250,0.256250,-0.006225,0.021331,-0.256394
