X,Y,U,V,P
0.193750,0.543750,-0.104079,0.195031,-0.213870
0.206250,0.543750,-0.112331,0.194848,-0.206342
0.218750,0.543750,-0.120358,0.193580,-0.198503
0.231250,0.543750,-0.128124,0.191304,-0.190414
0.243750,0.543750,-0.135602,0.188096,-0.182133
0.256250,0.543750,-0.142769,0.184027,-0.173714
0.268750,0.543750,-0.149608,0.179168,-0.165206
0.281250,0.543750,-0.156105,0.173584,-0.156654
0.293750,0.543750,-0.162253,0.167339,-0.148100
0.306250,0.543750,-0.168048,0.160492,-0.139580
0.318750,0.543750,-0.173486,0.153097,-0.131127
0.331250,0.543750,-0.178570,0.145205,-0.122769
0.343750,0.543750,-0.183302,0.136865,-0.114530
0.356250,0.543750,-0.187685,0.128119,-0.106430
0.368750,0.543750,-0.191726,0.119006,-0.098486
0.381250,0.543750,-0.195429,0.109563,-0.090711
0.393750,0.543750,-0.198801,0.099822,-0.083116
0.406250,0.543750,-0.201847,0.089815,-0.075708
0.418750,0.543750,-0.204575,0.079568,-0.068491
0.431250,0.543750,-0.206988,0.069107,-0.061468
0.443750,0.543750,-0.209092,0.058455,-0.054639
0.456250,0.543750,-0.210889,0.047633,-0.048002
0.468750,0.543750,-0.212383,0.036663,-0.041556
0.481250,0.543750,-0.213573,0.025565,-0.035297
0.493750,0.543750,-0.214461,0.014356,-0.029219
0.506250,0.543750,-0.215044,0.003058,-0.023320
0.518750,0.543750,-0.215320,-0.008310,-0.017591
0.531250,0.543750,-0.215284,-0.019728,-0.012025
0.543750,0.543750,-0.214929,-0.031175,-0.006618
0.556250,0.543750,-0.214249,-0.042625,-0.001368
0.568750,0.543750,-0.213234,-0.054055,0.003727
0.581250,0.543750,-0.211874,-0.065436,0.008665
0.593750,0.543750,-0.210158,-0.076737,0.013443
0.606250,0.543750,-0.208073,-0.087924,0.018056
0.618750,0.543750,-0.205606,-0.098958,0.022495
0.631250,0.543750,-0.202743,-0.109798,0.026751
0.643750,0.543750,-0.199470,-0.120397,0.030807
0.656250,0.543750,-0.195775,-0.130703,0.034648
0.668750,0.543750,-0.191643,-0.140661,0.038252
0.681250,0.543750,-0.187064,-0.150208,0.041595
0.693750,0.543750,-0.182027,-0.159279,0.044649
0.706250,0.543750,-0.176526,-0.167801,0.047382
0.718750,0.543750,-0.170556,-0.175697,0.049759
0.731250,0.543750,-0.164116,-0.182885,0.051743
0.743750,0.543750,-0.157212,-0.189279,0.053293
0.756250,0.543750,-0.149854,-0.194789,0.054364
0.768750,0.543750,-0.142059,-0.199320,0.054911
0.781250,0.543750,-0.133851,-0.202777,0.054888
0.793750,0.543750,-0.125264,-0.205063,0.054246
0.806250,0.543750,-0.116338,-0.206080,0.052939
0.818750,0.543750,-0.107125,-0.205734,0.050919
0.831250,0.543750,-0.097687,-0.203933,0.048142
0.843750,0.543750,-0.088096,-0.200589,0.044567
0.856250,0.543750,-0.078437,-0.195623,0.040155
0.868750,0.543750,-0.068802,-0.188966,0.034874
0.881250,0.543750,-0.059297,-0.180557,0.028697
0.893750,0.543750,-0.050036,-0.170354,0.021604
0.906250,0.543750,-0.041143,-0.158328,0.013582
0.918750,0.543750,-0.032749,-0.144469,0.004627
0.931250,0.543750,-0.024992,-0.128790,-0.005257
0.943750,0.543750,-0.018013,-0.111324,-0.016058
0.956250,0.543750,-0.011958,-0.092130,-0.027756
0.968750,0.543750,-0.006973,-0.071289,-0.040321
0.981250,0.543750,-0.003200,-0.048903,-0.053730
0.993750,0.543750,-0.000818,-0.025081,-0.068540
0.006250,0.556250,-0.000837,0.025395,-0.247560
0.018750,0.556250,-0.003160,0.049294,-0.253539
0.031250,0.556250,-0.006707,0.071550,-0.257750
0.043750,0.556250,-0.011335,0.092067,-0.260682
0.056250,0.556250,-0.016909,0.110788,-0.262409
0.068750,0.556250,-0.023296,0.127685,-0.262981
0.081250,0.556250,-0.030367,0.142757,-0.262452
0.093750,0.556250,-0.037996,0.156018,-0.260882
0.106250,0.556250,-0.046065,0.167502,-0.258339
0.118750,0.556250,-0.054461,0.177255,-0.254894
0.131250,0.556250,-0.063080,0.185334,-0.250619
0.143750,0.556250,-0.071825,0.191806,-0.245590
0.156250,0.556250,-0.080612,0.196741,-0.239885
0.168750,0.556250,-0.089363,0.200220,-0.233580
0.181250,0.556250,-0.098009,0.202323,-0.226750
0.193750,0.556250,-0.106493,0.203135,-0.219468
0.206250,0.556250,-0.114765,0.202741,-0.211805
0.218750,0.556250,-0.122784,0.201225,-0.203829
0.231250,0.556250,-0.130515,0.198672,-0.195604
0.243750,0.556250,-0.137932,0.195161,-0.187188
0.256250,0.556250,-0.145015,0.190773,-0.178639
0.268750,0.556250,-0.151750,0.185581,-0.170006
0.281250,0.556250,-0.158126,0.179656,-0.161336
0.293750,0.556250,-0.164139,0.173066,-0.152671
0.306250,0.556250,-0.169787,0.165872,-0.144047
0.318750,0.556250,-0.175072,0.158132,-0.135497
0.331250,0.556250,-0.179996,0.149899,-0.127048
0.343750,0.556250,-0.184565,0.141222,-0.118725
0.356250,0.556250,-0.188788,0.132146,-0.110546
0.368750,0.556250,-0.192670,0.122709,-0.102528
0.381250,0.556250,-0.196222,0.112950,-0.094683
0.393750,0.556250,-0.199450,0.102900,-0.087018
0.406250,0.556250,-0.202364,0.092591,-0.079541
0.418750,0.556250,-0.204971,0.082048,-0.072253
0.431250,0.556250,-0.207278,0.071296,-0.065157
0.443750,0.556250,-0.209292,0.060358,-0.058249
0.456250,0.556250,-0.211016,0.049253,-0.051528
0.468750,0.556250,-0.212455,0.038002,-0.044989
0.481250,0.556250,-0.213611,0.026623,-0.038627
0.493750,0.556250,-0.214485,0.015133,-0.032435
0.506250,0.556250,-0.215074,0.003551,-0.026407
0.518750,0.556250,-0.215377,-0.008105,-0.020536
0.531250,0.556250,-0.215389,-0.019817,-0.014810
0.543750,0.556250,-0.215103,-0.031565,-0.009223
0.556250,0.556250,-0.214512,-0.043326,-0.003771
0.568750,0.556250,-0.213607,-0.055077,0.001546
0.581250,0.556250,-0.212374,-0.066791,0.006731
0.593750,0.556250,-0.210803,-0.078439,0.011780
0.606250,0.556250,-0.208879,-0.089986,0.016689
0.618750,0.556250,-0.206587,-0.101396,0.021450
0.631250,0.556250,-0.203911,-0.112627,0.026053
0.643750,0.556250,-0.200834,-0.123632,0.030484
0.656250,0.556250,-0.197339,-0.134360,0.034725
0.668750,0.556250,-0.193412,-0.144754,0.038754
0.681250,0.556250,-0.189037,-0.154752,0.042546
0.693750,0.556250,-0.184200,-0.164283,0.046071
0.706250,0.556250,-0.178889,-0.173274,0.049295
0.718750,0.556250,-0.173098,-0.181644,0.052182
0.731250,0.556250,-0.166820,-0.189306,0.054689
0.743750,0.556250,-0.160057,-0.196170,0.056773
0.756250,0.556250,-0.152816,-0.202138,0.058383
0.768750,0.556250,-0.145108,-0.207109,0.059472
0.781250,0.556250,-0.136955,-0.210980,0.059985
0.793750,0.556250,-0.128387,-0.213644,0.059869
0.806250,0.556250,-0.119442,-0.214995,0.059070
0.818750,0.556250,-0.110171,-0.214927,0.057535
0.831250,0.556250,-0.100635,-0.213336,0.055212
0.843750,0.556250,-0.090907,-0.210125,0.052051
0.856250,0.556250,-0.081072,-0.205203,0.048009
0.868750,0.556250,-0.071226,-0.198487,0.043044
0.881250,0.556250,-0.061481,-0.189909,0.037124
0.893750,0.556250,-0.051955,-0.179414,0.030222
0.906250,0.556250,-0.042779,-0.166964,0.022320
0.918750,0.556250,-0.034095,-0.152543,0.013408
0.931250,0.556250,-0.026048,-0.136156,0.003487
0.943750,0.556250,-0.018793,-0.117835,-0.007433
0.956250,0.556250,-0.012487,-0.097634,-0.019335
0.968750,0.556250,-0.007285,-0.075635,-0.032191
0.981250,0.556250,-0.003345,-0.051942,-0.045973
0.993750,0.556250,-0.000855,-0.026670,-0.061223
0.006250,0.568750,-0.000869,0.026824,-0.253289
0.018750,0.568750,-0.003284,0.052018,-0.259634
0.031250,0.568750,-0.006971,0.075434,-0.264146
0.043750,0.568750,-0.011774,0.096976,-0.267322
0.056250,0.568750,-0.017550,0.116585,-0.269238
0.068750,0.568750,-0.024156,0.134237,-0.269947
0.081250,0.568750,-0.031453,0.149931,-0.269504
0.093750,0.568750,-0.039306,0.163690,-0.267975
0.106250,0.568750,-0.047590,0.175552,-0.265429
0.118750,0.568750,-0.056185,0.185573,-0.261943
0.131250,0.568750,-0.064980,0.193818,-0.257595
0.143750,0.568750,-0.073876,0.200362,-0.252465
0.156250,0.568750,-0.082783,0.205289,-0.246636
0.168750,0.568750,-0.091621,0.208687,-0.240188
0.181250,0.568750,-0.100323,0.210646,-0.233202
0.193750,0.568750,-0.108828,0.211261,-0.225754
0.206250,0.568750,-0.117089,0.210626,-0.217921
0.218750,0.568750,-0.125065,0.208834,-0.209771
0.231250,0.568750,-0.132724,0.205975,-0.201373
0.243750,0.568750,-0.140042,0.202138,-0.192789
0.256250,0.568750,-0.147002,0.197408,-0.184075
0.268750,0.568750,-0.153593,0.191865,-0.175285
0.281250,0.568750,-0.159808,0.185584,-0.166466
0.293750,0.568750,-0.165645,0.178636,-0.157660
0.306250,0.568750,-0.171106,0.171087,-0.148905
0.318750,0.568750,-0.176196,0.162996,-0.140232
0.331250,0.568750,-0.180922,0.154418,-0.131669
0.343750,0.568750,-0.185293,0.145405,-0.123239
0.356250,0.568750,-0.189318,0.136001,-0.114961
0.368750,0.568750,-0.193009,0.126246,-0.106849
0.381250,0.568750,-0.196377,0.116179,-0.098913
0.393750,0.568750,-0.199433,0.105831,-0.091162
0.406250,0.568750,-0.202186,0.095232,-0.083600
0.418750,0.568750,-0.204648,0.084407,-0.076227
0.431250,0.568750,-0.206827,0.073381,-0.069042
0.443750,0.568750,-0.208730,0.062174,-0.062043
0.456250,0.568750,-0.210365,0.050806,-0.055225
0.468750,0.568750,-0.211735,0.039295,-0.048580
0.481250,0.568750,-0.212845,0.027656,-0.042102
0.493750,0.568750,-0.213695,0.015907,-0.035783
0.506250,0.568750,-0.214285,0.004063,-0.029615
0.518750,0.568750,-0.214613,-0.007859,-0.023588
0.531250,0.568750,-0.214673,-0.019843,-0.017688
0.543750,0.568750,-0.214461,-0.031870,-0.011907
0.556250,0.568750,-0.213967,-0.043920,-0.006239
0.568750,0.568750,-0.213181,-0.055971,-0.000682
0.581250,0.568750,-0.212090,-0.067999,0.004767
0.593750,0.568750,-0.210682,-0.079974,0.010106
0.606250,0.568750,-0.208939,-0.091866,0.015332
0.618750,0.568750,-0.206845,-0.103637,0.020439
0.631250,0.568750,-0.204383,-0.115247,0.025415
0.643750,0.568750,-0.201531,-0.126650,0.030249
0.656250,0.568750,-0.198272,-0.137795,0.034921
0.668750,0.568750,-0.194586,-0.148623,0.039409
0.681250,0.568750,-0.190454,-0.159071,0.043687
0.693750,0.568750,-0.185858,-0.169069,0.047724
0.706250,0.568750,-0.180782,-0.178539,0.051484
0.718750,0.568750,-0.175214,-0.187397,0.054927
0.731250,0.568750,-0.169146,-0.195552,0.058008
0.743750,0.568750,-0.162571,-0.202908,0.060678
0.756250,0.568750,-0.155493,-0.209362,0.062886
0.768750,0.568750,-0.147919,-0.214805,0.064574
0.781250,0.568750,-0.139866,-0.219125,0.065685
0.793750,0.568750,-0.131360,-0.222206,0.066159
0.806250,0.568750,-0.122438,-0.223931,0.065933
0.818750,0.568750,-0.113145,-0.224183,0.064948
0.831250,0.568750,-0.103544,-0.222846,0.063143
0.843750,0.568750,-0.093706,-0.219810,0.060460
0.856250,0.568750,-0.083718,-0.214970,0.056848
0.868750,0.568750,-0.073680,-0.208232,0.052257
0.881250,0.568750,-0.063705,-0.199515,0.046646
0.893750,0.568750,-0.053921,-0.188751,0.039981
0.906250,0.568750,-0.044466,-0.175893,0.032239
0.918750,0.568750,-0.035489,-0.160916,0.023403
0.931250,0.568750,-0.027148,-0.143817,0.013469
0.943750,0.568750,-0.019609,-0.124622,0.002443
0.956250,0.568750,-0.013041,-0.103384,-0.009658
0.968750,0.568750,-0.007614,-0.080185,-0.022807
0.981250,0.568750,-0.003499,-0.055130,-0.036978
0.993750,0.568750,-0.000895,-0.028340,-0.052691
0.006250,0.581250,-0.000904,0.028317,-0.259977
0.018750,0.581250,-0.003415,0.054859,-0.266716
0.031250,0.581250,-0.007248,0.079480,-0.271550
0.043750,0.581250,-0.012235,0.102078,-0.274984
0.056250,0.581250,-0.018221,0.122598,-0.277095
0.068750,0.581250,-0.025053,0.141015,-0.277938
0.081250,0.581250,-0.032580,0.157333,-0.277572
0.093750,0.581250,-0.040661,0.171582,-0.276066
0.106250,0.581250,-0.049157,0.183808,-0.273496
0.118750,0.581250,-0.057944,0.194075,-0.269942
0.131250,0.581250,-0.066905,0.202459,-0.265488
0.143750,0.581250,-0.075936,0.209047,-0.260222
0.156250,0.581250,-0.084943,0.213932,-0.254230
0.168750,0.581250,-0.093845,0.217214,-0.247599
0.181250,0.581250,-0.102573,0.218994,-0.240415
0.193750,0.581250,-0.111067,0.219378,-0.232759
0.206250,0.581250,-0.119281,0.218468,-0.224712
0.218750,0.581250,-0.127175,0.216367,-0.216348
0.231250,0.581250,-0.134722,0.213175,-0.207737
0.243750,0.581250,-0.141898,0.208986,-0.198944
0.256250,0.581250,-0.148691,0.203891,-0.190029
0.268750,0.581250,-0.155093,0.197977,-0.181046
0.281250,0.581250,-0.161101,0.191324,-0.172044
0.293750,0.581250,-0.166718,0.184007,-0.163065
0.306250,0.581250,-0.171948,0.176093,-0.154148
0.318750,0.581250,-0.176801,0.167646,-0.145324
0.331250,0.581250,-0.181287,0.158723,-0.136621
0.343750,0.581250,-0.185418,0.149374,-0.128060
0.356250,0.581250,-0.189209,0.139648,-0.119660
0.368750,0.581250,-0.192672,0.129583,-0.111434
0.381250,0.581250,-0.195822,0.119218,-0.103390
0.393750,0.581250,-0.198673,0.108584,-0.095535
0.406250,0.581250,-0.201237,0.097710,-0.087871
0.418750,0.581250,-0.203526,0.086622,-0.080397
0.431250,0.581250,-0.205553,0.075340,-0.073111
0.443750,0.581250,-0.207325,0.063886,-0.066007
0.456250,0.581250,-0.208851,0.052277,-0.059078
0.468750,0.581250,-0.210138,0.040528,-0.052316
0.481250,0.581250,-0.211189,0.028654,-0.045711
0.493750,0.581250,-0.212006,0.016670,-0.039254
0.506250,0.581250,-0.212591,0.004590,-0.032933
0.518750,0.581250,-0.212940,-0.007572,-0.026739
0.531250,0.581250,-0.213050,-0.019802,-0.020652
0.543750,0.581250,-0.212914,-0.032083,-0.014663
0.556250,0.581250,-0.212523,-0.044398,-0.008766
0.568750,0.581250,-0.211867,-0.056725,-0.002954
0.581250,0.581250,-0.210933,-0.069043,0.002776
0.593750,0.581250,-0.209704,-0.081325,0.008423
0.606250,0.581250,-0.208164,-0.093541,0.013987
0.618750,0.581250,-0.206294,-0.105656,0.019462
0.631250,0.581250,-0.204073,-0.117631,0.024838
0.643750,0.581250,-0.201480,-0.129419,0.030101
0.656250,0.581250,-0.198491,-0.140971,0.035235
0.668750,0.581250,-0.195085,-0.152228,0.040216
0.681250,0.581250,-0.191237,-0.163126,0.045018
0.693750,0.581250,-0.186927,-0.173593,0.049608
0.706250,0.581250,-0.182133,-0.183549,0.053948
0.718750,0.581250,-0.176839,-0.192907,0.057996
0.731250,0.581250,-0.171029,-0.201573,0.061704
0.743750,0.581250,-0.164695,-0.209445,0.065019
0.756250,0.581250,-0.157832,-0.216412,0.067883
0.768750,0.581250,-0.150444,-0.222359,0.070235
0.781250,0.581250,-0.142541,-0.227165,0.072011
0.793750,0.581250,-0.134147,-0.230703,0.073142
0.806250,0.581250,-0.125292,-0.232847,0.073560
0.818750,0.581250,-0.116021,-0.233464,0.073196
0.831250,0.581250,-0.106392,-0.232428,0.071980
0.843750,0.581250,-0.096477,-0.229614,0.069846
0.856250,0.581250,-0.086364,-0.224902,0.066731
0.868750,0.581250,-0.076155,-0.218183,0.062578
0.881250,0.581250,-0.065968,-0.209363,0.057335
0.893750,0.581250,-0.055936,-0.198360,0.050962
0.906250,0.581250,-0.046205,-0.185115,0.043425
0.918750,0.581250,-0.036934,-0.169591,0.034702
0.931250,0.581250,-0.028294,-0.151778,0.024784
0.943750,0.581250,-0.020463,-0.131695,0.013671
0.956250,0.581250,-0.013623,-0.109392,0.001378
0.968750,0.581250,-0.007961,-0.084949,-0.012070
0.981250,0.581250,-0.003661,-0.058475,-0.026645
0.993750,0.581250,-0.000937,-0.030094,-0.042847
0.006250,0.593750,-0.000940,0.029878,-0.267713
0.018750,0.593750,-0.003554,0.057825,-0.274877
0.031250,0.593750,-0.007540,0.083694,-0.280056
0.043750,0.593750,-0.012721,0.107383,-0.283760
0.056250,0.593750,-0.018926,0.128833,-0.286070
0.068750,0.593750,-0.025992,0.148025,-0.287042
0.081250,0.593750,-0.033755,0.164967,-0.286740
0.093750,0.593750,-0.042063,0.179695,-0.285237
0.106250,0.593750,-0.050770,0.192265,-0.282614
0.118750,0.593750,-0.059741,0.202753,-0.278958
0.131250,0.593750,-0.068855,0.211245,-0.274360
0.143750,0.593750,-0.078002,0.217840,-0.268915
0.156250,0.593750,-0.087086,0.222645,-0.262714
0.168750,0.593750,-0.096023,0.225772,-0.255854
0.181250,0.593750,-0.104744,0.227335,-0.248423
0.193750,0.593750,-0.113191,0.227448,-0.240511
0.206250,0.593750,-0.121316,0.226228,-0.232202
0.218750,0.593750,-0.129086,0.223784,-0.223576
0.231250,0.593750,-0.136473,0.220227,-0.214705
0.243750,0.593750,-0.143460,0.215658,-0.205660
0.256250,0.593750,-0.150037,0.210175,-0.196501
0.268750,0.593750,-0.156201,0.203871,-0.187285
0.281250,0.593750,-0.161954,0.196830,-0.178062
0.293750,0.593750,-0.167301,0.189131,-0.168876
0.306250,0.593750,-0.172252,0.180846,-0.159765
0.318750,0.593750,-0.176821,0.172039,-0.150760
0.331250,0.593750,-0.181023,0.162770,-0.141889
0.343750,0.593750,-0.184872,0.153090,-0.133173
0.356250,0.593750,-0.188386,0.143048,-0.124628
0.368750,0.593750,-0.191583,0.132683,-0.116266
0.381250,0.593750,-0.194479,0.122033,-0.108094
0.393750,0.593750,-0.197091,0.111129,-0.100118
0.406250,0.593750,-0.199434,0.099999,-0.092336
0.418750,0.593750,-0.201524,0.088666,-0.084747
0.431250,0.593750,-0.203372,0.077151,-0.077346
0.443750,0.593750,-0.204990,0.065473,-0.070125
0.456250,0.593750,-0.206389,0.053646,-0.063074
0.468750,0.593750,-0.207575,0.041686,-0.056183
0.481250,0.593750,-0.208553,0.029605,-0.049440
0.493750,0.593750,-0.209328,0.017414,-0.042833
0.506250,0.593750,-0.209900,0.005126,-0.036349
0.518750,0.593750,-0.210267,-0.007247,-0.029977
0.531250,0.593750,-0.210426,-0.019694,-0.023692
0.543750,0.593750,-0.210370,-0.032200,-0.017484
0.556250,0.593750,-0.210089,-0.044750,-0.011344
0.568750,0.593750,-0.209574,-0.057327,-0.005263
0.581250,0.593750,-0.208809,-0.069909,0.000763
0.593750,0.593750,-0.207778,-0.082472,0.006736
0.606250,0.593750,-0.206462,-0.094989,0.012657
0.618750,0.593750,-0.204841,-0.107426,0.018521
0.631250,0.593750,-0.202892,-0.119746,0.024320
0.643750,0.593750,-0.200589,-0.131905,0.030041
0.656250,0.593750,-0.197908,-0.143851,0.035667
0.668750,0.593750,-0.194821,-0.155528,0.041176
0.681250,0.593750,-0.191303,-0.166871,0.046539
0.693750,0.593750,-0.187325,-0.177807,0.051724
0.706250,0.593750,-0.182864,-0.188255,0.056690
0.718750,0.593750,-0.177896,-0.198124,0.061394
0.731250,0.593750,-0.172401,-0.207316,0.065783
0.743750,0.593750,-0.166363,-0.215724,0.069801
0.756250,0.593750,-0.159773,-0.223232,0.073386
0.768750,0.593750,-0.152628,-0.229716,0.076469
0.781250,0.593750,-0.144933,-0.235046,0.078981
0.793750,0.593750,-0.136704,-0.239086,0.080845
0.806250,0.593750,-0.127969,-0.241694,0.081984
0.818750,0.593750,-0.118768,-0.242728,0.082318
0.831250,0.593750,-0.109155,-0.242045,0.081770
0.843750,0.593750,-0.099203,-0.239504,0.080263
0.856250,0.593750,-0.088998,-0.234971,0.077721
0.868750,0.593750,-0.078644,-0.228320,0.074078
0.881250,0.593750,-0.068264,-0.219439,0.069273
0.893750,0.593750,-0.057996,-0.208233,0.063251
0.906250,0.593750,-0.047996,-0.194626,0.055973
0.918750,0.593750,-0.038433,-0.178571,0.047407
0.931250,0.593750,-0.029489,-0.160046,0.037537
0.943750,0.593750,-0.021357,-0.139063,0.026359
0.956250,0.593750,-0.014236,-0.115667,0.013884
0.968750,0.593750,-0.008327,-0.089938,0.000134
0.981250,0.593750,-0.003832,-0.061985,-0.014861
0.993750,0.593750,-0.000982,-0.031939,-0.031582
0.006250,0.606250,-0.000979,0.031511,-0.276593
0.018750,0.606250,-0.003702,0.060922,-0.284216
0.031250,0.606250,-0.007851,0.088088,-0.289764
0.043750,0.606250,-0.013235,0.112900,-0.293753
0.056250,0.606250,-0.019670,0.135302,-0.296265
0.068750,0.606250,-0.026978,0.155275,-0.297358
0.081250,0.606250,-0.034982,0.172836,-0.297102
0.093750,0.606250,-0.043519,0.188028,-0.295575
0.106250,0.606250,-0.052431,0.200919,-0.292865
0.118750,0.606250,-0.061578,0.211595,-0.289066
0.131250,0.606250,-0.070829,0.220158,-0.284278
0.143750,0.606250,-0.080071,0.226720,-0.278602
0.156250,0.606250,-0.089204,0.231402,-0.272140
0.168750,0.606250,-0.098143,0.234329,-0.264994
0.181250,0.606250,-0.106819,0.235629,-0.257261
0.193750,0.606250,-0.115175,0.235431,-0.249036
0.206250,0.606250,-0.123167,0.233859,-0.240410
0.218750,0.606250,-0.130763,0.231037,-0.231467
0.231250,0.606250,-0.137939,0.227081,-0.222286
0.243750,0.606250,-0.144684,0.222104,-0.212938
0.256250,0.606250,-0.150992,0.216209,-0.203488
0.268750,0.606250,-0.156864,0.209495,-0.193996
0.281250,0.606250,-0.162307,0.202051,-0.184511
0.293750,0.606250,-0.167331,0.193960,-0.175080
0.306250,0.606250,-0.171953,0.185296,-0.165740
0.318750,0.606250,-0.176188,0.176128,-0.156523
0.331250,0.606250,-0.180056,0.166514,-0.147454
0.343750,0.606250,-0.183577,0.156510,-0.138556
0.356250,0.606250,-0.186771,0.146161,-0.129841
0.368750,0.606250,-0.189660,0.135508,-0.121322
0.381250,0.606250,-0.192264,0.124589,-0.113003
0.393750,0.606250,-0.194602,0.113432,-0.104888
0.406250,0.606250,-0.196692,0.102066,-0.096973
0.418750,0.606250,-0.198551,0.090511,-0.089255
0.431250,0.606250,-0.200194,0.078788,-0.081725
0.443750,0.606250,-0.201635,0.066912,-0.074374
0.456250,0.606250,-0.202885,0.054897,-0.067191
0.468750,0.606250,-0.203953,0.042755,-0.060161
0.481250,0.606250,-0.204845,0.030496,-0.053270
0.493750,0.606250,-0.205566,0.018130,-0.046505
0.506250,0.606250,-0.206117,0.005666,-0.039848
0.518750,0.606250,-0.206498,-0.006886,-0.033288
0.531250,0.606250,-0.206705,-0.019517,-0.026796
0.543750,0.606250,-0.206731,-0.032216,-0.020359
0.556250,0.606250,-0.206567,-0.044970,-0.013964
0.568750,0.606250,-0.206201,-0.057764,-0.007602
0.581250,0.606250,-0.205620,-0.070579,-0.001266
0.593750,0.606250,-0.204804,-0.083395,0.005049
0.606250,0.606250,-0.203735,-0.096186,0.011345
0.618750,0.606250,-0.202388,-0.108920,0.017618
0.631250,0.606250,-0.200740,-0.121562,0.023863
0.643750,0.606250,-0.198762,-0.134070,0.030068
0.656250,0.606250,-0.196427,-0.146395,0.036216
0.668750,0.606250,-0.193703,-0.158479,0.042286
0.681250,0.606250,-0.190560,-0.170259,0.048248
0.693750,0.606250,-0.186966,-0.181661,0.054070
0.706250,0.606250,-0.182891,-0.192602,0.059710
0.718750,0.606250,-0.178306,-0.202990,0.065121
0.731250,0.606250,-0.173184,-0.212722,0.070249
0.743750,0.606250,-0.167505,-0.221687,0.075032
0.756250,0.606250,-0.161250,-0.229763,0.079405
0.768750,0.606250,-0.154411,-0.236817,0.083292
0.781250,0.606250,-0.146986,-0.242711,0.086616
0.793750,0.606250,-0.138985,-0.247296,0.089293
0.806250,0.606250,-0.130428,-0.250420,0.091236
0.818750,0.606250,-0.121352,-0.251925,0.092356
0.831250,0.606250,-0.111807,-0.251651,0.092563
0.843750,0.606250,-0.101862,-0.249443,0.091769
0.856250,0.606250,-0.091603,-0.245146,0.089887
0.868750,0.606250,-0.081136,-0.238617,0.086836
0.881250,0.606250,-0.070587,-0.229726,0.082543
0.893750,0.606250,-0.060100,-0.218358,0.076944
0.906250,0.606250,-0.049840,-0.204424,0.069985
0.918750,0.606250,-0.039986,-0.187858,0.061628
0.931250,0.606250,-0.030735,-0.168628,0.051845
0.943750,0.606250,-0.022295,-0.146737,0.040628
0.956250,0.606250,-0.014881,-0.122222,0.027982
0.968750,0.606250,-0.008714,-0.095162,0.013929
0.981250,0.606250,-0.004015,-0.065669,-0.001504
0.993750,0.606250,-0.001030,-0.033879,-0.018774
0.006250,0.618750,-0.001021,0.033221,-0.286722
0.018750,0.618750,-0.003859,0.064162,-0.294844
0.031250,0.618750,-0.008183,0.092672,-0.300787
0.043750,0.618750,-0.013782,0.118642,-0.305074
0.056250,0.618750,-0.020459,0.142013,-0.307788
0.068750,0.618750,-0.028017,0.162773,-0.308992
0.081250,0.618750,-0.036268,0.180943,-0.308759
0.093750,0.618750,-0.045034,0.196579,-0.307175
0.106250,0.618750,-0.054147,0.209760,-0.304335
0.118750,0.618750,-0.063456,0.220588,-0.300344
0.131250,0.618750,-0.072826,0.229178,-0.295310
0.143750,0.618750,-0.082137,0.235659,-0.289344
0.156250,0.618750,-0.091287,0.240169,-0.282558
0.168750,0.618750,-0.100190,0.242847,-0.275060
0.181250,0.618750,-0.108778,0.243836,-0.266959
0.193750,0.618750,-0.116995,0.243279,-0.258357
0.206250,0.618750,-0.124801,0.241313,-0.249351
0.218750,0.618750,-0.132167,0.238072,-0.240031
0.231250,0.618750,-0.139076,0.233683,-0.230480
0.243750,0.618750,-0.145520,0.228267,-0.220775
0.256250,0.618750,-0.151499,0.221936,-0.210983
0.268750,0.618750,-0.157020,0.214792,-0.201165
0.281250,0.618750,-0.162095,0.206930,-0.191374
0.293750,0.618750,-0.166740,0.198438,-0.181657
0.306250,0.618750,-0.170975,0.189392,-0.172050
0.318750,0.618750,-0.174823,0.179861,-0.162586
0.331250,0.618750,-0.178306,0.169908,-0.153290
0.343750,0.618750,-0.181450,0.159586,-0.144181
0.356250,0.618750,-0.184279,0.148942,-0.135273
0.368750,0.618750,-0.186817,0.138017,-0.126575
0.381250,0.618750,-0.189088,0.126846,-0.118089
0.393750,0.618750,-0.191114,0.115459,-0.109817
0.406250,0.618750,-0.192916,0.103880,-0.101754
0.418750,0.618750,-0.194514,0.092130,-0.093892
0.431250,0.618750,-0.195925,0.080226,-0.086223
0.443750,0.618750,-0.197164,0.068182,-0.078732
0.456250,0.618750,-0.198244,0.056009,-0.071405
0.468750,0.618750,-0.199175,0.043718,-0.064228
0.481250,0.618750,-0.199966,0.031315,-0.057181
0.493750,0.618750,-0.200621,0.018808,-0.050249
0.506250,0.618750,-0.201143,0.006204,-0.043413
0.518750,0.618750,-0.201532,-0.006492,-0.036656
0.531250,0.618750,-0.201785,-0.019272,-0.029949
0.543750,0.618750,-0.201895,-0.032128,-0.023273
0.556250,0.618750,-0.201853,-0.045049,-0.016614
0.568750,0.618750,-0.201648,-0.058025,-0.009961
0.581250,0.618750,-0.201262,-0.071040,-0.003302
0.593750,0.618750,-0.200680,-0.084075,0.003369
0.606250,0.618750,-0.199878,-0.097107,0.010055
0.618750,0.618750,-0.198832,-0.110109,0.016757
0.631250,0.618750,-0.197515,-0.123046,0.023470
